,Label,ClassId,Path
0,Dangerous_curve_right,20,Train/20/00020_00000_00000.png
1,Dangerous_curve_right,20,Train/20/00020_00000_00001.png
2,Dangerous_curve_right,20,Train/20/00020_00000_00002.png
3,Dangerous_curve_right,20,Train/20/00020_00000_00003.png
4,Dangerous_curve_right,20,Train/20/00020_00000_00004.png
5,Dangerous_curve_right,20,Train/20/00020_00000_00005.png
6,Dangerous_curve_right,20,Train/20/00020_00000_00006.png
7,Dangerous_curve_right,20,Train/20/00020_00000_00007.png
8,Dangerous_curve_right,20,Train/20/00020_00000_00008.png
9,Dangerous_curve_right,20,Train/20/00020_00000_00009.png
10,Dangerous_curve_right,20,Train/20/00020_00000_00010.png
11,Dangerous_curve_right,20,Train/20/00020_00000_00011.png
12,Dangerous_curve_right,20,Train/20/00020_00000_00012.png
13,Dangerous_curve_right,20,Train/20/00020_00000_00013.png
14,Dangerous_curve_right,20,Train/20/00020_00000_00014.png
15,Dangerous_curve_right,20,Train/20/00020_00000_00015.png
16,Dangerous_curve_right,20,Train/20/00020_00000_00016.png
17,Dangerous_curve_right,20,Train/20/00020_00000_00017.png
18,Dangerous_curve_right,20,Train/20/00020_00000_00018.png
19,Dangerous_curve_right,20,Train/20/00020_00000_00019.png
20,Dangerous_curve_right,20,Train/20/00020_00000_00020.png
21,Dangerous_curve_right,20,Train/20/00020_00000_00021.png
22,Dangerous_curve_right,20,Train/20/00020_00000_00022.png
23,Dangerous_curve_right,20,Train/20/00020_00000_00023.png
24,Dangerous_curve_right,20,Train/20/00020_00000_00024.png
25,Dangerous_curve_right,20,Train/20/00020_00000_00025.png
26,Dangerous_curve_right,20,Train/20/00020_00000_00026.png
27,Dangerous_curve_right,20,Train/20/00020_00000_00027.png
28,Dangerous_curve_right,20,Train/20/00020_00000_00028.png
29,Dangerous_curve_right,20,Train/20/00020_00000_00029.png
30,Dangerous_curve_right,20,Train/20/00020_00001_00000.png
31,Dangerous_curve_right,20,Train/20/00020_00001_00001.png
32,Dangerous_curve_right,20,Train/20/00020_00001_00002.png
33,Dangerous_curve_right,20,Train/20/00020_00001_00003.png
34,Dangerous_curve_right,20,Train/20/00020_00001_00004.png
35,Dangerous_curve_right,20,Train/20/00020_00001_00005.png
36,Dangerous_curve_right,20,Train/20/00020_00001_00006.png
37,Dangerous_curve_right,20,Train/20/00020_00001_00007.png
38,Dangerous_curve_right,20,Train/20/00020_00001_00008.png
39,Dangerous_curve_right,20,Train/20/00020_00001_00009.png
40,Dangerous_curve_right,20,Train/20/00020_00001_00010.png
41,Dangerous_curve_right,20,Train/20/00020_00001_00011.png
42,Dangerous_curve_right,20,Train/20/00020_00001_00012.png
43,Dangerous_curve_right,20,Train/20/00020_00001_00013.png
44,Dangerous_curve_right,20,Train/20/00020_00001_00014.png
45,Dangerous_curve_right,20,Train/20/00020_00001_00015.png
46,Dangerous_curve_right,20,Train/20/00020_00001_00016.png
47,Dangerous_curve_right,20,Train/20/00020_00001_00017.png
48,Dangerous_curve_right,20,Train/20/00020_00001_00018.png
49,Dangerous_curve_right,20,Train/20/00020_00001_00019.png
50,Dangerous_curve_right,20,Train/20/00020_00001_00020.png
51,Dangerous_curve_right,20,Train/20/00020_00001_00021.png
52,Dangerous_curve_right,20,Train/20/00020_00001_00022.png
53,Dangerous_curve_right,20,Train/20/00020_00001_00023.png
54,Dangerous_curve_right,20,Train/20/00020_00001_00024.png
55,Dangerous_curve_right,20,Train/20/00020_00001_00025.png
56,Dangerous_curve_right,20,Train/20/00020_00001_00026.png
57,Dangerous_curve_right,20,Train/20/00020_00001_00027.png
58,Dangerous_curve_right,20,Train/20/00020_00001_00028.png
59,Dangerous_curve_right,20,Train/20/00020_00001_00029.png
60,Dangerous_curve_right,20,Train/20/00020_00002_00000.png
61,Dangerous_curve_right,20,Train/20/00020_00002_00001.png
62,Dangerous_curve_right,20,Train/20/00020_00002_00002.png
63,Dangerous_curve_right,20,Train/20/00020_00002_00003.png
64,Dangerous_curve_right,20,Train/20/00020_00002_00004.png
65,Dangerous_curve_right,20,Train/20/00020_00002_00005.png
66,Dangerous_curve_right,20,Train/20/00020_00002_00006.png
67,Dangerous_curve_right,20,Train/20/00020_00002_00007.png
68,Dangerous_curve_right,20,Train/20/00020_00002_00008.png
69,Dangerous_curve_right,20,Train/20/00020_00002_00009.png
70,Dangerous_curve_right,20,Train/20/00020_00002_00010.png
71,Dangerous_curve_right,20,Train/20/00020_00002_00011.png
72,Dangerous_curve_right,20,Train/20/00020_00002_00012.png
73,Dangerous_curve_right,20,Train/20/00020_00002_00013.png
74,Dangerous_curve_right,20,Train/20/00020_00002_00014.png
75,Dangerous_curve_right,20,Train/20/00020_00002_00015.png
76,Dangerous_curve_right,20,Train/20/00020_00002_00016.png
77,Dangerous_curve_right,20,Train/20/00020_00002_00017.png
78,Dangerous_curve_right,20,Train/20/00020_00002_00018.png
79,Dangerous_curve_right,20,Train/20/00020_00002_00019.png
80,Dangerous_curve_right,20,Train/20/00020_00002_00020.png
81,Dangerous_curve_right,20,Train/20/00020_00002_00021.png
82,Dangerous_curve_right,20,Train/20/00020_00002_00022.png
83,Dangerous_curve_right,20,Train/20/00020_00002_00023.png
